suburb,suburb_state,numCrimes
Badja,NSW,2
Coolangubra,NSW,0
Gibberagee,NSW,1
Tootool,NSW,0
Lake Cargelligo,NSW,265
Ewingar,NSW,5
Anambah,NSW,1
Kirrawee,NSW,718
Hamilton East,NSW,119
Morangarell,NSW,3
Invergordon,NSW,0
Bowning,NSW,25
Wongawilli,NSW,11
West Bungawalbin,NSW,1
Bruinbun,NSW,0
Queens Park,NSW,155
Colebee,NSW,143
Hallsville,NSW,9
Nevertire,NSW,12
Environa,NSW,1
Blakebrook,NSW,2
Cowra,NSW,997
Tascott,NSW,112
Casula,NSW,1026
Mullaley,NSW,20
Clunes,NSW,55
Carool,NSW,8
Warrah,NSW,4
Barringella,NSW,2
Foxground,NSW,2
Shallow Bay,NSW,3
Bentley,NSW,7
Fishers Hill,NSW,1
Soldiers Point,NSW,69
Gelston Park,NSW,3
Beaumont,NSW,1
Ravensdale,NSW,0
Glennies Creek,NSW,4
Shellharbour City Centre,NSW,443
Watagan,NSW,2
Ettrema,NSW,0
Moonan Flat,NSW,6
Kilaben Bay,NSW,41
Urangeline East,NSW,2
Gouldsville,NSW,4
Arding,NSW,12
Glengarrie,NSW,0
Castlereagh,NSW,76
Bundarra,NSW,45
Yamba,NSW,532
Newton Boyd,NSW,1
Merotherie,NSW,1
Caves Beach,NSW,87
Eatonsville,NSW,9
Edgecliff,NSW,338
Barrack Point,NSW,26
Revesby,NSW,1454
Dalmeny,NSW,112
Tanglewood,NSW,1
Gadara,NSW,3
Tenterfield,NSW,430
Jamisontown,NSW,441
Burra Creek,NSW,6
Torryburn,NSW,4
Gilletts Ridge,NSW,0
Kungala,NSW,7
Twin Rivers,NSW,1
Reidsdale,NSW,4
Balfours Peak,NSW,1
Cecil Hills,NSW,146
Sandy Hollow,NSW,12
Marinna,NSW,11
Bobundara,NSW,1
Hunterview,NSW,61
Sedgefield,NSW,14
Wombarra,NSW,28
Gilgooma,NSW,0
Monia Gap,NSW,1
Oakhampton Heights,NSW,5
Turvey Park,NSW,337
Huntley,NSW,28
Ruby Creek,NSW,0
Ruse,NSW,218
Seven Oaks,NSW,5
Narraburra,NSW,4
Coongbar,NSW,2
Brooklana,NSW,4
Gundy,NSW,3
Wauchope,NSW,718
Koreelah,NSW,4
Parkville,NSW,8
Yatte Yattah,NSW,3
Cambewarra,NSW,7
Wallagoot,NSW,8
Mundamia,NSW,12
Peel,NSW,7
Innes View,NSW,3
Walla Walla,NSW,24
Clare,NSW,0
Cooyal,NSW,10
Stanbridge,NSW,8
Rushes Creek,NSW,4
Gloucester Tops,NSW,1
Thirlmere,NSW,125
Avonside,NSW,1
Spring Grove,NSW,4
Wyan,NSW,70
Huskisson,NSW,179
Alectown,NSW,2
Pagewood,NSW,192
The Junction,NSW,245
Dulwich Hill,NSW,825
Hopkins Creek,NSW,3
Gurranang,NSW,3
Gooloogong,NSW,12
Upper Lansdowne,NSW,4
Greenacre,NSW,1154
Redbournberry,NSW,7
The Bight,NSW,6
Bocoble,NSW,7
Casuarina,NSW,94
San Remo,NSW,371
Myrtleville,NSW,1
Lilydale,NSW,0
Mulgrave,NSW,158
Clarenza,NSW,27
North Narooma,NSW,17
Kerrigundi,NSW,0
Cobark,NSW,0
Picnic Point,NSW,136
Munderoo,NSW,2
Yerriyong,NSW,12
Lennox Head,NSW,205
Middle Dural,NSW,22
Springvale,NSW,28
Emu Heights,NSW,111
Avoca,NSW,1
Tullera,NSW,5
Bocobra,NSW,4
Stockyard Creek,NSW,1
Palerang,NSW,0
King Creek,NSW,15
Braidwood,NSW,72
Yathella,NSW,2
Wongo Creek,NSW,2
Burraga,NSW,27
Emmaville,NSW,29
Hillville,NSW,20
Twenty Forests,NSW,0
Skillion Flat,NSW,3
Blue Knob,NSW,5
East Lindfield,NSW,46
Millers Point,NSW,170
Killcare,NSW,27
North Star,NSW,8
Pottsville,NSW,223
Burrier,NSW,1
Toronto,NSW,895
Commissioners Creek,NSW,3
Elizabeth Hills,NSW,35
Manly,NSW,2255
Mongarlowe,NSW,1
Maison Dieu,NSW,10
Frederickton,NSW,114
Barraganyatti,NSW,9
Killimicat,NSW,0
Table Top,NSW,36
Toogong,NSW,0
Greenfield Park,NSW,156
Pan Ban,NSW,0
Fernances,NSW,1
Wooloweyah,NSW,5
Mummulgum,NSW,3
Kippenduff,NSW,34
Kentucky South,NSW,8
Crows Nest,NSW,396
Freemans,NSW,7
Grahamstown,NSW,4
Bolwarra,NSW,19
Mairjimmy,NSW,0
Yaven Creek,NSW,1
Shannons Flat,NSW,6
Yagoona,NSW,1035
Paterson,NSW,44
Orange Grove,NSW,0
Bilpin,NSW,27
Whalan,NSW,750
Cullenbone,NSW,0
Grose Vale,NSW,25
Nethercote,NSW,4
Junee Reefs,NSW,2
Turill,NSW,4
Kirkham,NSW,16
Darbalara,NSW,3
Bowen Mountain,NSW,39
Ropers Road,NSW,2
Phillip Bay,NSW,45
Marshall Mount,NSW,7
Castle Doyle,NSW,6
Rhodes,NSW,409
Broughton,NSW,0
Bungarribee,NSW,84
Tarrawanna,NSW,74
Tuross Head,NSW,74
Craven Plateau,NSW,0
Woy Woy,NSW,2342
Buff Point,NSW,138
Lidcombe,NSW,2268
Heatherbrae,NSW,117
Eglinton,NSW,71
Brooman,NSW,1
Memagong,NSW,1
Silverdale,NSW,84
Wiagdon,NSW,1
Banora Point,NSW,796
Pullabooka,NSW,2
Dinoga,NSW,2
Clemton Park,NSW,30
Round Swamp,NSW,4
Lake Bathurst,NSW,6
Euston,NSW,72
Nunderi,NSW,10
St Georges Basin,NSW,96
The Oaks,NSW,120
Upper Allyn,NSW,4
Winegrove,NSW,0
Currowan,NSW,1
Caloola,NSW,1
Two Mile Flat,NSW,1
Culmaran Creek,NSW,0
Oxley Vale,NSW,230
Potato Point,NSW,4
Urunga,NSW,183
Lower Portland,NSW,14
Undercliffe,NSW,0
Piggabeen,NSW,5
Garoo,NSW,3
Mirannie,NSW,1
Highfields,NSW,39
Theresa Park,NSW,9
Basin View,NSW,66
Bobin,NSW,5
Metford,NSW,743
Kingfisher Shores,NSW,11
Heckenberg,NSW,196
Bombah Point,NSW,4
Skinners Shoot,NSW,16
Abermain,NSW,153
Redhead,NSW,183
Mullamuddy,NSW,3
Mollymook,NSW,54
Texas,NSW,0
Blue Nobby,NSW,0
Wallaga Lake,NSW,32
March,NSW,2
Greta,NSW,126
Brungle Creek,NSW,0
Silent Grove,NSW,1
Brodies Plains,NSW,2
Tabbita,NSW,9
Quakers Hill,NSW,1361
Ashtonfield,NSW,136
Judds Creek,NSW,1
Mount Druitt,NSW,9148
Forest Land,NSW,0
Gumma,NSW,14
Mount Ousley,NSW,22
Ashby Heights,NSW,6
Eschol Park,NSW,79
Goolhi,NSW,2
Forest Hill,NSW,159
Bellimbopinni,NSW,12
Ladysmith,NSW,21
Matong,NSW,10
Catherine Hill Bay,NSW,46
Hunters Hill,NSW,418
Fifield,NSW,12
Kincumber,NSW,435
Boonoo Boonoo,NSW,4
Narrandera,NSW,541
Bowraville,NSW,245
Crescent Head,NSW,164
Sassafras,NSW,0
Gundaroo,NSW,21
Byabarra,NSW,8
Fortis Creek,NSW,2
Crabbes Creek,NSW,12
Yarras,NSW,4
Hassans Walls,NSW,9
Holbrook,NSW,113
Wondalga,NSW,8
Warrazambil Creek,NSW,0
Collendina,NSW,0
Abbotsford,NSW,120
Terrace Creek,NSW,3
Middle Falbrook,NSW,6
Karuah,NSW,99
Oswald,NSW,1
Tilba Tilba,NSW,1
Louisa Creek,NSW,0
Stewarts Brook,NSW,2
Boxers Creek,NSW,8
Toongi,NSW,1
Hillgrove,NSW,8
Homeleigh,NSW,6
Cavan,NSW,1
Halton,NSW,2
Trunkey Creek,NSW,21
Far Meadow,NSW,3
Muswellbrook,NSW,1848
Teridgerie,NSW,0
Raglan,NSW,40
Barden Ridge,NSW,106
Berrara,NSW,10
Belmore,NSW,999
Tabulam,NSW,117
Castle Hill,NSW,1572
Sylvania Waters,NSW,100
Bellata,NSW,19
Jingera,NSW,9
Tocal,NSW,0
Duranbah,NSW,17
Good Hope,NSW,2
Lords Hill,NSW,0
Watanobbi,NSW,349
Greenlands,NSW,5
Terramungamine,NSW,9
Goodnight,NSW,3
Pennant Hills,NSW,359
Ogunbil,NSW,3
Merrylands,NSW,2675
Tumut,NSW,778
Warrawee,NSW,58
Uarbry,NSW,5
Calliope,NSW,6
Bendoura,NSW,2
Curramore,NSW,3
Woodrising,NSW,66
Lane Cove,NSW,392
Mulloon,NSW,7
Toonumbar,NSW,0
Tuntable Creek,NSW,14
Marom Creek,NSW,3
Cardiff South,NSW,73
Milsons Point,NSW,212
Emerton,NSW,551
Lenaghan,NSW,5
Belltrees,NSW,3
Byron Bay,NSW,1886
Bonnyrigg,NSW,562
Point Piper,NSW,64
Byrrill Creek,NSW,2
Maude,NSW,66
Hanleys Creek,NSW,0
Mount Mitchell,NSW,1
Orchard Hills,NSW,98
Whian Whian,NSW,4
The Ponds,NSW,273
Nobbys Creek,NSW,11
Suffolk Park,NSW,124
Big Ridge,NSW,0
Wog Wog,NSW,4
Cobaki Lakes,NSW,3
Chowan Creek,NSW,0
Griffith,NSW,2400
Montecollum,NSW,4
Broughton Village,NSW,3
Pinbeyan,NSW,0
Bexley North,NSW,184
Little Hartley,NSW,27
Bland,NSW,0
Cross Roads,NSW,0
Eugowra,NSW,62
Amosfield,NSW,0
Kosciuszko,NSW,18
Backwater,NSW,5
Hobartville,NSW,82
Weetaliba,NSW,3
Upper Rouchel,NSW,12
Hollisdale,NSW,6
Piambong,NSW,5
Glenugie,NSW,21
Padstow Heights,NSW,92
Strathfield South,NSW,239
Coaldale,NSW,1
Barellan,NSW,18
Cabramatta West,NSW,285
Macmasters Beach,NSW,28
Burrinjuck,NSW,4
Mollymook Beach,NSW,64
Euroley,NSW,12
Sawtell,NSW,354
Dangarsleigh,NSW,3
Taylors Flat,NSW,10
Menangle,NSW,76
Hebden,NSW,14
East Ryde,NSW,30
Wilton,NSW,95
Tooraweenah,NSW,8
Buddabadah,NSW,0
Pindaroi,NSW,2
East Wagga Wagga,NSW,187
Eden Creek,NSW,2
Tooleybuc,NSW,22
Moorland,NSW,18
Bookookoorara,NSW,2
Perthville,NSW,29
Blue Haven,NSW,302
Fernvale,NSW,5
Gongolgon,NSW,13
Warabrook,NSW,143
Tweed Heads West,NSW,418
Wonboyn North,NSW,0
Mays Hill,NSW,71
Topi Topi,NSW,2
Yallah,NSW,12
Berlang,NSW,0
Nerrigundah,NSW,2
Budden,NSW,1
Limerick,NSW,1
Gledswood Hills,NSW,13
Narrabarba,NSW,0
Killcare Heights,NSW,13
Fitzgeralds Valley,NSW,1
Wandsworth,NSW,2
Gerogery,NSW,17
Eurobodalla,NSW,0
Lansdowne Forest,NSW,0
Oolong,NSW,3
Croom,NSW,12
Carrabolla,NSW,0
Warwick Farm,NSW,2845
Twelve Mile Creek,NSW,35
Bonshaw,NSW,3
Bensville,NSW,39
Nemingha,NSW,37
Possum Creek,NSW,6
Lankeys Creek,NSW,3
Knorrit Forest,NSW,0
Cooma,NSW,467
Balranald,NSW,140
Beryl,NSW,11
Coila,NSW,2
Four Corners,NSW,0
Mount Marsh,NSW,1
Terrabella,NSW,0
Beaconsfield,NSW,55
Abercrombie,NSW,17
Red Range,NSW,3
Laurieton,NSW,203
Loftville,NSW,4
Yarragal,NSW,1
Copacabana,NSW,80
Haywards Bay,NSW,66
Upper Kangaroo River,NSW,1
Doubtful Creek,NSW,2
Baerami,NSW,0
Norway,NSW,0
Grafton,NSW,1433
Sugarloaf,NSW,1
Logie Brae,NSW,0
Krambach,NSW,20
Dumaresq Island,NSW,0
Willoughby East,NSW,20
Brookvale,NSW,984
Sweetmans Creek,NSW,1
Farmborough Heights,NSW,85
Adelong,NSW,100
Auburn Vale,NSW,4
Wetuppa,NSW,0
Baulkham Hills,NSW,1128
Appletree Flat,NSW,2
Bedgerabong,NSW,1
Mount Panorama,NSW,24
Mulyandry,NSW,2
East Lynne,NSW,1
Stonehenge,NSW,2
Kentucky,NSW,4
Booker Bay,NSW,89
Maclean,NSW,258
Spring Plains,NSW,1
Wareemba,NSW,16
Kerrabee,NSW,1
Hartwood,NSW,0
Anna Bay,NSW,264
Bannaby,NSW,4
Carrs Peninsula,NSW,0
Milperra,NSW,195
Mookerawa,NSW,2
Acacia Gardens,NSW,73
Murga,NSW,1
Hopefield,NSW,2
South Arm,NSW,28
Huntingdon,NSW,3
McDougalls Hill,NSW,39
Silverton,NSW,3
Chittaway Bay,NSW,104
Cow Flat,NSW,1
Back Forest,NSW,5
Fairy Meadow,NSW,825
Horsley,NSW,151
Spring Flat,NSW,10
Inverell,NSW,1773
Barmedman,NSW,56
Delungra,NSW,36
Gunderbooka,NSW,0
Beggan Beggan,NSW,0
Brogo,NSW,13
Hay,NSW,403
Sutton Forest,NSW,43
Austral,NSW,180
Bean Creek,NSW,0
Mount Aquila,NSW,1
Bethungra,NSW,11
Woodview,NSW,1
Running Stream,NSW,2
Leonay,NSW,71
Tubbamurra,NSW,0
Timbumburi,NSW,3
Brobenah,NSW,0
Mourquong,NSW,11
Tarana,NSW,16
Landervale,NSW,0
Summerland Point,NSW,95
Stannifer,NSW,15
Roto,NSW,3
Berry Park,NSW,5
Kingstown,NSW,5
Unanderra,NSW,884
Smithtown,NSW,38
Bottle Creek,NSW,1
Mole River,NSW,5
Kellyville Ridge,NSW,325
Heddon Greta,NSW,132
Numbla Vale,NSW,1
Balmain East,NSW,74
Halls Creek,NSW,12
Garema,NSW,6
Mona Vale,NSW,466
Yarrahapinni,NSW,7
Falls Creek,NSW,32
Port Hacking,NSW,23
Upper Macdonald,NSW,2
Bass Hill,NSW,902
Breeza,NSW,10
Paxton,NSW,65
Clothiers Creek,NSW,17
Borambola,NSW,6
Leeton,NSW,962
Tubbul,NSW,3
Horningsea Park,NSW,66
Penshurst,NSW,404
Macksville,NSW,661
Buddong,NSW,0
Kingsvale,NSW,6
South Durras,NSW,13
Lake Conjola,NSW,25
Wangi Wangi,NSW,144
Laffing Waters,NSW,1
Mogo Creek,NSW,1
Elizabeth Bay,NSW,606
Jeogla,NSW,1
Dalton,NSW,7
Wayo,NSW,4
New Italy,NSW,11
Bombay,NSW,7
Old Station,NSW,0
Grattai,NSW,9
Merriwagga,NSW,3
Budgee Budgee,NSW,6
Chain Valley Bay,NSW,66
Barren Grounds,NSW,0
Gumble,NSW,1
Owens Gap,NSW,0
Bundemar,NSW,0
Marsfield,NSW,300
Vineyard,NSW,256
Jagungal Wilderness,NSW,1
Wentworth Falls,NSW,266
Maraylya,NSW,32
Beverley Park,NSW,102
Hinton,NSW,19
Sandilands,NSW,0
Narellan,NSW,1104
Bridgman,NSW,6
Georges Hall,NSW,240
Gowrie,NSW,11
Mount Warning,NSW,12
Bexhill,NSW,19
Mogood,NSW,1
Lower Boro,NSW,6
East Gresford,NSW,10
Couradda,NSW,1
Little Wobby,NSW,6
Coneac,NSW,0
Mount Harris,NSW,2
Kenebri,NSW,3
Niangala,NSW,9
Kangy Angy,NSW,24
Wyong,NSW,1823
Gurley,NSW,19
Mascot,NSW,1464
Bangheet,NSW,1
Harrington Park,NSW,275
Albion Park,NSW,368
Isabella,NSW,3
Northbridge,NSW,138
Mount Annan,NSW,444
Fern Bay,NSW,80
Eastlakes,NSW,369
Macquarie Pass,NSW,3
Harden,NSW,132
Louth Park,NSW,11
Cadia,NSW,2
Upper Manilla,NSW,5
Killabakh,NSW,8
Zara,NSW,2
Kinchela,NSW,6
Drildool,NSW,0
Niemur,NSW,0
Mardi,NSW,151
Kingsgrove,NSW,704
Middleton Grange,NSW,143
Currawang,NSW,3
Boorganna,NSW,0
Tamban,NSW,1
Oxley,NSW,3
Seaham,NSW,30
Mendooran,NSW,48
Stroud Road,NSW,6
Gillieston Heights,NSW,128
Corrong,NSW,0
Eviron,NSW,4
Mount Austin,NSW,721
Nyora,NSW,0
Tumbarumba,NSW,136
Halloran,NSW,21
Rous Mill,NSW,5
Chiswick,NSW,69
Coogee,NSW,1005
Jellat Jellat,NSW,7
Delegate,NSW,16
Newnes Plateau,NSW,0
Collie,NSW,10
Cottonvale,NSW,0
Wittitrin,NSW,4
Couridjah,NSW,8
Wallangra,NSW,6
Dry Creek,NSW,3
Euabalong,NSW,27
Greenethorpe,NSW,8
Warrah Ridge,NSW,2
Clyde,NSW,190
Jerrabomberra,NSW,204
Bundagen,NSW,5
Harwood,NSW,27
Woodlawn,NSW,0
Boeill Creek,NSW,2
Thirldene,NSW,2
Sheedys Gully,NSW,1
Mount Marsden,NSW,1
Green Forest,NSW,1
Paddington,NSW,732
Jilliby,NSW,84
Bulldog,NSW,11
Cattai,NSW,25
Hermidale,NSW,14
Lovedale,NSW,54
Elderslie,NSW,241
Good Forest,NSW,1
Dangar Island,NSW,4
Upper Orara,NSW,28
Loxford,NSW,38
Curlewis,NSW,26
East Seaham,NSW,13
Balgowlah,NSW,307
Murrumbo,NSW,0
Clouds Creek,NSW,5
North Sydney,NSW,1564
Peak View,NSW,1
Growee,NSW,0
Casino,NSW,1662
Glenthorne,NSW,126
Craven,NSW,5
Ebor,NSW,19
Glendenning,NSW,342
Kingsland,NSW,0
Rosebrook,NSW,0
Elanora Heights,NSW,66
Bowmans Creek,NSW,0
Upper Burringbar,NSW,11
South Bowenfels,NSW,32
Marthaguy,NSW,0
Callala Beach,NSW,41
Coopers Gully,NSW,0
Grogan,NSW,0
Corunna,NSW,10
The Pilliga,NSW,5
Colo,NSW,10
Dondingalong,NSW,49
Talofa,NSW,1
Oakhampton,NSW,8
Westleigh,NSW,37
Bangadang,NSW,0
Menindee,NSW,43
Weismantels,NSW,2
Dripstone,NSW,1
Burwood Heights,NSW,36
Orton Park,NSW,0
Reserve Creek,NSW,8
Pimlico,NSW,23
Hacks Ferry,NSW,2
Jimenbuen,NSW,0
Watton,NSW,0
Merimbula,NSW,243
Cumbo,NSW,1
Paynes Crossing,NSW,1
Girilambone,NSW,11
Mares Run,NSW,0
Wermatong,NSW,0
Magometon,NSW,0
Telopea,NSW,415
Conjola,NSW,15
Duval,NSW,0
Whitton,NSW,39
Moore Park,NSW,890
Nowra Hill,NSW,25
Cope,NSW,8
Riverwood,NSW,1421
Marys Mount,NSW,4
Spring Ridge,NSW,12
Come By Chance,NSW,1
Broadmeadow,NSW,916
Warkworth,NSW,22
Karangi,NSW,20
Tallong,NSW,20
Maffra,NSW,1
Pinkett,NSW,1
Carrs Island,NSW,0
Shannon Vale,NSW,1
Wells Crossing,NSW,11
Fairfield Heights,NSW,298
Boorga,NSW,1
Richmond Vale,NSW,13
South Wolumla,NSW,1
Shannondale,NSW,3
Mookima Wybra,NSW,7
Colo Vale,NSW,48
Booyong,NSW,7
Cambalong,NSW,0
Greenleigh,NSW,12
Girvan,NSW,4
Bathampton,NSW,0
Gosforth,NSW,1
Mount Russell,NSW,5
Raleigh,NSW,43
Blaxlands Creek,NSW,4
Riverstone,NSW,1289
Glendale,NSW,610
Kyle Bay,NSW,34
Rawdon Vale,NSW,2
Perrys Crossing,NSW,1
Doonside,NSW,1652
Port Kembla,NSW,1023
Banyabba,NSW,3
Ellis Lane,NSW,8
Finley,NSW,190
Halfway Creek,NSW,28
Hebersham,NSW,521
Clergate,NSW,4
Shelly Beach,NSW,87
Lilli Pilli,NSW,67
Wadbilliga,NSW,0
Osborne,NSW,3
Koonawarra,NSW,208
Congo,NSW,16
Thurgoona,NSW,258
Mount Olive,NSW,2
Hoxton Park,NSW,152
Giro,NSW,0
Segenhoe,NSW,3
Glen Davis,NSW,4
Tarro,NSW,252
Rooty Hill,NSW,1330
Green Creek,NSW,0
Merrigal,NSW,1
Mongogarie,NSW,4
Somersby,NSW,94
Argoon,NSW,2
North Willoughby,NSW,98
Greg Greg,NSW,3
Stroud,NSW,28
Woolwich,NSW,51
West Albury,NSW,308
Pebbly Beach,NSW,0
Bakers Swamp,NSW,0
Cullendore,NSW,1
Daruka,NSW,11
Tomki,NSW,1
Boree,NSW,2
Heifer Station,NSW,0
Jackadgery,NSW,7
Lower Mangrove,NSW,2
New Park,NSW,7
Llangothlin,NSW,4
Comerong Island,NSW,2
Bobs Creek,NSW,3
Boggabri,NSW,82
Arakoon,NSW,28
Sharps Creek,NSW,0
One Tree,NSW,2
Browns Mountain,NSW,2
St Leonards,NSW,681
Earlwood,NSW,485
Guildford,NSW,1677
Berkeley,NSW,746
Balladoran,NSW,3
Dirty Creek,NSW,15
Little River,NSW,4
Gol Gol,NSW,80
Menah,NSW,11
High Range,NSW,5
Brays Creek,NSW,11
Frazer Park,NSW,2
Hillvue,NSW,360
Rouchel,NSW,5
Ardlethan,NSW,25
Wamboin,NSW,16
West Wyalong,NSW,197
Cabramatta,NSW,3797
Kiacatoo,NSW,3
Nurenmerenmong,NSW,1
Alexandria,NSW,1475
Dungog,NSW,120
Koolewong,NSW,85
Paddys River,NSW,6
Grants Beach,NSW,1
Windradyne,NSW,142
Euchareena,NSW,13
Bourbah,NSW,0
Kellys Plains,NSW,2
Kings Park,NSW,354
Kingswood,NSW,2007
Back Creek,NSW,2
Wallendbeen,NSW,16
Upper Mongogarie,NSW,1
Kirribilli,NSW,205
Ando,NSW,4
Burradoo,NSW,45
Brindabella,NSW,3
Cudgen,NSW,46
Mountain Lagoon,NSW,1
Cudgel,NSW,1
Berridale,NSW,38
Warragoon,NSW,2
Rukenvale,NSW,3
Milvale,NSW,2
Woko,NSW,0
Macquarie Park,NSW,731
Riverview,NSW,65
Wallanbah,NSW,4
Laggan,NSW,6
Narrabri,NSW,791
Cordeaux,NSW,1
Norah Head,NSW,90
Wyalong,NSW,33
Chullora,NSW,45
Sylvania,NSW,410
Crawford River,NSW,2
Belmore River,NSW,7
Yorklea,NSW,16
Sandgate,NSW,192
Skennars Head,NSW,25
Laurel Hill,NSW,6
Williamsdale,NSW,6
Briarbrook,NSW,0
St Ives,NSW,448
Cockwhy,NSW,2
Georges Creek,NSW,0
Beecroft,NSW,231
Daleys Point,NSW,28
Califat,NSW,0
Kia Ora,NSW,0
Warrumbungle,NSW,0
Carrington Falls,NSW,1
Windowie,NSW,0
Pages Creek,NSW,2
Garthowen,NSW,5
Five Ways,NSW,0
Wallaringa,NSW,0
Culcairn,NSW,87
Mebbin,NSW,1
Singleton,NSW,1051
Seelands,NSW,6
Tanilba Bay,NSW,171
Rocky Plain,NSW,2
Bonalbo,NSW,59
Naughtons Gap,NSW,5
Mortdale,NSW,499
Epping,NSW,1066
Sandon,NSW,4
Boolcarroll,NSW,0
Buckaroo,NSW,1
Yuraygir,NSW,2
Liddell,NSW,7
Winmalee,NSW,156
Mountain View,NSW,11
Courabyra,NSW,2
Yarrabin,NSW,5
Canobolas,NSW,35
Lake Hume Village,NSW,11
Byrock,NSW,3
Razorback,NSW,33
Glenquarry,NSW,4
Berowra Creek,NSW,0
Long Jetty,NSW,694
Young,NSW,1229
McKees Hill,NSW,3
Pejar,NSW,9
Botobolar,NSW,2
Burrangong,NSW,4
Condong,NSW,11
Scarborough,NSW,20
Kanimbla,NSW,5
Edgeworth,NSW,553
Gorokan,NSW,616
Condell Park,NSW,441
Shoalhaven Heads,NSW,92
Willala,NSW,0
Megan,NSW,1
Ettamogah,NSW,8
Raby,NSW,180
Cromer,NSW,192
Taylors Arm,NSW,13
Como,NSW,183
Wallarobba,NSW,3
Iron Pot Creek,NSW,0
Erowal Bay,NSW,11
Walgett,NSW,921
Cambridge Gardens,NSW,200
Sutton,NSW,95
Leeville,NSW,15
Wadalba,NSW,197
Medlow Bath,NSW,34
Rydalmere,NSW,362
Ettrick,NSW,12
Junction Hill,NSW,45
Tirrannaville,NSW,2
Goulburn,NSW,2185
Gunningbland,NSW,8
Urana,NSW,30
Vincentia,NSW,170
Fishermans Bay,NSW,2
Winston Hills,NSW,282
Bayview,NSW,99
Batar Creek,NSW,2
Morven,NSW,6
Cabramurra,NSW,1
Tolland,NSW,842
Welaregang,NSW,5
Bell,NSW,10
Marayong,NSW,729
Bombala,NSW,57
Locksley,NSW,1
Windermere Park,NSW,25
Dungarubba,NSW,4
Normanhurst,NSW,98
Fennell Bay,NSW,98
Valley Heights,NSW,35
Gumbalie,NSW,0
Empire Vale,NSW,20
Murrah,NSW,4
Bostobrick,NSW,9
Dubbo,NSW,7616
Belowra,NSW,0
Dobies Bight,NSW,4
Methul,NSW,0
Pine Ridge,NSW,4
Captains Flat,NSW,28
Mount Lewis,NSW,60
Roseville Chase,NSW,26
Berowra Waters,NSW,35
Willigobung,NSW,10
Mortons Creek,NSW,6
Glencoe,NSW,20
Upper Horton,NSW,9
Old Toongabbie,NSW,97
Wadeville,NSW,6
Cooks Myalls,NSW,1
Claremont Meadows,NSW,263
Dunolly,NSW,32
Kings Langley,NSW,326
Tooma,NSW,4
Lower Bago,NSW,1
Pappinbarra,NSW,8
Garland Valley,NSW,0
Anembo,NSW,5
Ourimbah,NSW,368
Hobbys Yards,NSW,3
Forbes Creek,NSW,1
Bril Bril,NSW,0
Primrose Valley,NSW,6
Laguna,NSW,13
Alfords Point,NSW,57
Wilsons Creek,NSW,16
Chatham Valley,NSW,1
Horse Station Creek,NSW,3
Wyoming,NSW,626
Nelsons Plains,NSW,5
Brookdale,NSW,0
The Sandon,NSW,0
Mungindi,NSW,141
Wattle Ridge,NSW,0
Werrington County,NSW,235
Tomakin,NSW,69
Beemunnel,NSW,1
Cundumbul,NSW,1
East Gosford,NSW,257
Milroy,NSW,6
Bream Beach,NSW,0
Berry Mountain,NSW,0
Boolambayte,NSW,7
Meadow Flat,NSW,4
Kiora,NSW,2
Limestone,NSW,0
Widgelli,NSW,2
Kogarah,NSW,1802
Bullarah,NSW,10
Millthorpe,NSW,52
Moto,NSW,10
Terragon,NSW,3
Stubbo,NSW,14
Nangus,NSW,5
Putty,NSW,16
Cardiff,NSW,1455
Moorwatha,NSW,2
Reedy Creek,NSW,0
Safety Beach,NSW,39
Wongwibinda,NSW,9
Stockrington,NSW,5
Holmesville,NSW,49
Nords Wharf,NSW,23
Nanima,NSW,1
Pagans Flat,NSW,0
Roughit,NSW,3
Picton,NSW,370
Oak Flats,NSW,508
Mount White,NSW,19
Huntingwood,NSW,47
Mount Collins,NSW,2
Crestwood,NSW,282
Keerrong,NSW,3
Croobyar,NSW,0
Austral Eden,NSW,5
Buccarumbi,NSW,10
Gunning,NSW,26
Mount Riverview,NSW,88
Cogra Bay,NSW,0
Dark Corner,NSW,2
Jugiong,NSW,10
Jacks Creek,NSW,2
Cawongla,NSW,4
Willoughby,NSW,203
Harefield,NSW,7
Richmond Hill,NSW,9
Rhine Falls,NSW,0
Coonabarabran,NSW,477
Budgong,NSW,2
Wirlinga,NSW,2
Bondi,NSW,577
Louth,NSW,9
Bowenfels,NSW,256
Mulguthrie,NSW,0
Mount Tenandra,NSW,0
Penrose,NSW,4
Adjungbilly,NSW,10
Narara,NSW,430
Lower Lewis Ponds,NSW,2
Fairfield East,NSW,356
Petersham,NSW,541
North Epping,NSW,49
Obley,NSW,0
Martins Creek,NSW,8
Tuncester,NSW,4
Capertee,NSW,18
Walmer,NSW,2
Windera,NSW,2
Spicketts Creek,NSW,1
Redfern,NSW,4094
Loadstone,NSW,1
North Rothbury,NSW,71
Matraville,NSW,608
Black Hill,NSW,30
Gilead,NSW,4
Findon Creek,NSW,0
Chisholm,NSW,64
Bingleburra,NSW,1
Kalkite,NSW,16
Mount Warrigal,NSW,253
Bigga,NSW,9
Spicers Creek,NSW,0
Randwick,NSW,1544
Cells River,NSW,0
Turrella,NSW,153
Tighes Hill,NSW,148
Errowanbang,NSW,1
East Ballina,NSW,233
Bullio,NSW,4
Camboon,NSW,0
Blackmans Flat,NSW,6
Weilmoringle,NSW,5
